,token,name,symbol
12914,531537,MIZVEN,MIZVEN
12915,531543,JINDWORLD,JINDWORLD
12916,531550,JHACC,JHACC
12917,544450,CHEMBONDCH,CHEMBONDCH
12918,544455,EBGNG,EBGNG
12919,544461,EUROBOND,EUROBOND
12920,544469,LOTUSDEV,LOTUSDEV
12921,543243,EQUITASBNK,EQUITASBNK
12922,543256,RFLL,RFLL
12923,543265,RAILTEL,RAILTEL
12924,543275,ANURAS,ANURAS
12925,543277,LXCHEM,LXCHEM
12926,543296,SFMP44DD,SFMP44DD
12927,543303,SFMP45GD,SFMP45GD
12928,543304,SFMP45DD,SFMP45DD
12929,544473,GROWWPOWER,GROWWPOWER
12930,544474,BLT,BLT
12931,544479,ALLTIME,ALLTIME
12932,544480,JSWCEMENT,JSWCEMENT
12933,531610,UFMINDL,UFMINDL
12934,531557,AMITSEC,AMITSEC
12935,531568,ASHUTPM,ASHUTPM
12936,531578,KMFBLDR,KMFBLDR
12937,544491,GEMAROMA,GEMAROMA
12938,544493,MANUFGBEES,MANUFGBEES
12939,544508,VASHISHTHA,VASHISHTHA
12940,544512,SHRINGARMS,SHRINGARMS
12941,531638,SURAJLTD,SURAJLTD
12942,531652,UVS,UVS
12943,531658,ABATEAS,ABATEAS
12944,531680,MAYUR,MAYUR
12945,543309,ADESHWAR,ADESHWAR
12946,543315,SFMP46GD,SFMP46GD
12947,543319,AAPLUSTRAD,AAPLUSTRAD
12948,543328,KRSNAA,KRSNAA
12949,544537,JAINREC,JAINREC
12950,544556,DHILLON,DHILLON
12951,544564,OMFREIGHT,OMFREIGHT
12952,544575,MITTALSTL,MITTALSTL
12953,531726,PANCHSHEEL,PANCHSHEEL
12954,531769,PFLINFOTC,PFLINFOTC
12955,531814,TIRSARJ,TIRSARJ
12956,531822,RODIUM,RODIUM
12957,543332,EPIGRAL,EPIGRAL
12958,543346,AASHKA,AASHKA
12959,543355,D60MS264DG,D60MS264DG
12960,543363,PREVEST,PREVEST
12961,544579,ANANTAM,ANANTAM
12962,544590,MHLSRDR,MHLSRDR
12963,544594,TRADEUNO,TRADEUNO
12964,544601,CHOICEGOLD,CHOICEGOLD
12965,531840,IECEDU,IECEDU
12966,531842,LAHOTIOV,LAHOTIOV
12967,531845,ZENITHSTL,ZENITHSTL
12968,531846,TRINITYLEA,TRINITYLEA
12969,543367,PARAS,PARAS
12970,543371,SFMP52DD,SFMP52DD
12971,543379,SFMP53GR,SFMP53GR
12972,543387,SJS,SJS
12973,544609,PWL,PWL
12974,544615,KSR,KSR
12975,544617,EXCELSOFT,EXCELSOFT
12976,544622,KWIL,KWIL
12977,531861,JOINDRE,JOINDRE
12978,531977,CHLOGIST,CHLOGIST
12979,532067,3BBLACKBIO,3BBLACKBIO
12980,532123,BSELALGO,BSELALGO
12981,544627,PURPLEWAVE,PURPLEWAVE
12982,544637,METHODHUB,METHODHUB
12983,544643,PRODOCS,PRODOCS
12984,544648,UNISEM,UNISEM
12985,532131,TRIUMPIN,TRIUMPIN
12986,532144,WELCORP,WELCORP
12987,532150,INDRAMEDCO,INDRAMEDCO
12988,532155,GAIL,GAIL
12989,543401,GOCOLORS,GOCOLORS
12990,543413,TEGA,TEGA
12991,543420,JETFREIGHT,JETFREIGHT
12992,543443,ASCENSIVE,ASCENSIVE
12993,544650,TSIFDIR,TSIFDIR
12994,544663,NEPLOG,NEPLOG
12995,544683,ARITAS,ARITAS
12996,544688,KASTURI,KASTURI
12997,532163,SAREGAMA,SAREGAMA
12998,532172,ADROITINFO,ADROITINFO
12999,532173,CYBERTECH,CYBERTECH
13000,532271,ORCHASP,ORCHASP
13001,543444,FABINO,FABINO
13002,543445,SFMP58GR,SFMP58GR
13003,543455,SFMP59GR,SFMP59GR
13004,543461,SSTL,SSTL
13005,544689,ARSIFHRG,ARSIFHRG
13006,544708,YASHHTEJ,YASHHTEJ
13007,544721,GROWWHOSPI,GROWWHOSPI
13008,544724,ELFIN,ELFIN
13009,532296,GLENMARK,GLENMARK
13010,532339,COMPUSOFT,COMPUSOFT
13011,532354,VIRGOGLOB,VIRGOGLOB
13012,532378,UNIVARTS,UNIVARTS
13013,544744,POWERICA,POWERICA
13014,590018,HISARMETAL,HISARMETAL
13015,590070,RADAAN,RADAAN
13016,590072,SUNDRMBRAK,SUNDRMBRAK
13017,532392,CREATIVEYE,CREATIVEYE
13018,532402,USGTECH,USGTECH
13019,532513,TVSELECT,TVSELECT
13020,532610,DWARKESH,DWARKESH
13021,543468,SFMP60GD,SFMP60GD
13022,543480,GSEC5IETF,GSEC5IETF
13023,543482,EUREKAFORB,EUREKAFORB
13024,543488,H1861D46RQ,H1861D46RQ
13025,590097,GOLD1,GOLD1
13026,590146,MOGOLD,MOGOLD
13027,590153,MONIFTY500,MONIFTY500
13028,717506,TVSMNCRPS,TVSMNCRPS
13029,532630,GOKEX,GOKEX
13030,532642,JSWHL,JSWHL
13031,532656,FACORALL,FACORALL
13032,532660,VIVIMEDLAB,VIVIMEDLAB
13033,543518,EIGHTY,EIGHTY
13034,543525,SILVERTUC,SILVERTUC
13035,543537,SCARNOSE,SCARNOSE
13036,543542,KESAR,KESAR
13037,729387,BFL14525,BFL14525
13038,729725,MFL240625,MFL240625
13039,729765,MOFL2725,MOFL2725
13040,729791,MOHFL7725,MOHFL7725
13041,532663,SASKEN,SASKEN
13042,532694,ASMS,ASMS
13043,532698,NITINSPIN,NITINSPIN
13044,532708,GVKPIL,GVKPIL
13045,543547,DDEVPLSTIK,DDEVPLSTIK
13046,543564,SFMP67GR,SFMP67GR
13047,543568,MOM30IETF,MOM30IETF
13048,543569,HDFCNIF100,HDFCNIF100
13049,729852,KMP160725,KMP160725
13050,729866,BFL170725,BFL170725
13051,729931,MFL290725,MFL290725
13052,730043,MFL180825,MFL180825
13053,532719,BLKASHYAP,BLKASHYAP
13054,532733,SUNTV,SUNTV
13055,532735,RSYSTEMS,RSYSTEMS
13056,532738,TICL,TICL
13057,730047,NFL19825,NFL19825
13058,730283,JBC23925,JBC23925
13059,730309,PFL24925,PFL24925
13060,730511,NWML71125,NWML71125
13061,532742,PAUSHAKLTD,PAUSHAKLTD
13062,532756,CIEINDIA,CIEINDIA
13063,532768,FIEMIND,FIEMIND
13064,532772,DCBBANK,DCBBANK
13065,543585,HDFC1406DD,HDFC1406DD
13066,543589,HDFC1406RQ,HDFC1406RQ
13067,543599,KSOLVES,KSOLVES
13068,543627,HDFCLOWVOL,HDFCLOWVOL
13069,730553,NFL121125A,NFL121125A
13070,730594,360W181125,360W181125
13071,730634,SCN211125,SCN211125
13072,730701,MFL031225B,MFL031225B
13073,532805,REDINGTON,REDINGTON
13074,532839,DISHTV,DISHTV
13075,532841,SAHYADRI,SAHYADRI
13076,532847,HILTON,HILTON
13077,543643,NARMADA,NARMADA
13078,543653,BIKAJI,BIKAJI
13079,543663,FIVESTAR,FIVESTAR
13080,543689,UNIPARTS,UNIPARTS
13081,730739,KMP101225,KMP101225
13082,730758,SCSL121225,SCSL121225
13083,730763,KSL111225,KSL111225
13084,730772,KMIL151225,KMIL151225
13085,532848,DELTACORP,DELTACORP
13086,532856,TIMETECHNO,TIMETECHNO
13087,532878,ALPA,ALPA
13088,532888,ASIANTILES,ASIANTILES
13089,543712,AFSL,AFSL
13090,543713,DRONACHRYA,DRONACHRYA
13091,543732,RADIANTCMS,RADIANTCMS
13092,543745,SVS,SVS
13093,730777,IFP151225,IFP151225
13094,730790,HCI161225,HCI161225
13095,730808,OFSL171225,OFSL171225
13096,730870,TTL291225,TTL291225
13097,532896,MAGNUM,MAGNUM
13098,532904,SUPREMEINF,SUPREMEINF
13099,532906,MAANALU,MAANALU
13100,532916,BVCL,BVCL
13101,730895,JBCIPL7126,JBCIPL7126
13102,730931,PFL16126,PFL16126
13103,730960,TTL230126,TTL230126
13104,730974,BFL270126,BFL270126
13105,532929,BRIGADE,BRIGADE
13106,532940,JKIL,JKIL
13107,532975,TELOGICA,TELOGICA
13108,533007,LGBFORGE,LGBFORGE
13109,543768,NSLNISP,NSLNISP
13110,543769,INDONG,INDONG
13111,543811,AIRAN,AIRAN
13112,543812,DIVGIITTS,DIVGIITTS
13113,730979,BHFL270126,BHFL270126
13114,730980,NWIL280126,NWIL280126
13115,730986,360O29126,360O29126
13116,730991,KMPL30126,KMPL30126
13117,533023,ZFCVINDIA,ZFCVINDIA
13118,533048,TPHQ,TPHQ
13119,533080,MOLDTKPAC,MOLDTKPAC
13120,533093,ROML,ROML
13121,543818,IPRU9736,IPRU9736
13122,543829,GSLSU,GSLSU
13123,543832,AXISWSDG,AXISWSDG
13124,543881,185F2GPG,185F2GPG
13125,731000,BGHPL02226,BGHPL02226
13126,731027,GHFL6226,GHFL6226
13127,731051,BGHPL10226,BGHPL10226
13128,731054,IHFC100226,IHFC100226
13129,533096,ADANIPOWER,ADANIPOWER
13130,533100,PEIL,PEIL
13131,533122,RTNPOWER,RTNPOWER
13132,533146,DLINKINDIA,DLINKINDIA
13133,543899,CUBEINVIT,CUBEINVIT
13134,543916,HSIL,HSIL
13135,543922,SILVERAG,SILVERAG
13136,543927,ASIAN,ASIAN
13137,731056,OAAM10226,OAAM10226
13138,731059,NMIL110226,NMIL110226
13139,731091,AFL120226,AFL120226
13140,731096,NFL13226,NFL13226
13141,533161,EMMBI,EMMBI
13142,533166,SUNDARAM,SUNDARAM
13143,533244,GOLDIETF,GOLDIETF
13144,533252,WELINV,WELINV
13145,731123,IHPL180226,IHPL180226
13146,731127,JBCP180226,JBCP180226
13147,731139,RRVL180226,RRVL180226
13148,731144,HCI18226,HCI18226
13149,533285,RDBIPL,RDBIPL
13150,533289,KTIL,KTIL
13151,533296,FMNL,FMNL
13152,533408,BSLGOLDETF,BSLGOLDETF
13153,543934,MACIND,MACIND
13154,543936,SENCO,SENCO
13155,543939,KAKA,KAKA
13156,543940,JIOFIN,JIOFIN
13157,731149,IHPL200226,IHPL200226
13158,731153,CICP200226,CICP200226
13159,731158,NFL200226,NFL200226
13160,731171,KIL24226,KIL24226
13161,533418,KTKFMP46D,KTKFMP46D
13162,533451,KARMAENG,KARMAENG
13163,533482,KRIDHANINF,KRIDHANINF
13164,533526,KTKFMP55G,KTKFMP55G
13165,543945,NETWEB,NETWEB
13166,543948,PSUBANKADD,PSUBANKADD
13167,543954,ATL,ATL
13168,543955,TREL,TREL
13169,731175,OPL230226,OPL230226
13170,731182,JBCP250226,JBCP250226
13171,731222,NWFL02326,NWFL02326
13172,731226,NFL2326,NFL2326
13173,533552,RUPA,RUPA
13174,533553,TDPOWERSYS,TDPOWERSYS
13175,534064,AIML,AIML
13176,534109,PYXISFIN,PYXISFIN
13177,731227,TSL020326,TSL020326
13178,731229,NFL02326,NFL02326
13179,731246,BGHL050326,BGHL050326
13180,731247,CFHL040326,CFHL040326
13181,534338,MAXHEIGHTS,MAXHEIGHTS
13182,534623,JUPITERIN,JUPITERIN
13183,534691,COMCL,COMCL
13184,534733,AERPACE,AERPACE
13185,543957,REDTAPE,REDTAPE
13186,543963,SHELTER,SHELTER
13187,543996,UDS,UDS
13188,543998,VALIANTLAB,VALIANTLAB
13189,731251,KIL60326,KIL60326
13190,731259,NWIL050326,NWIL050326
13191,731270,SL060326,SL060326
13192,731276,RRVL90326,RRVL90326
13193,535322,REPCOHOME,REPCOHOME
13194,535440,KTKFMP101D,KTKFMP101D
13195,535601,SREEL,SREEL
13196,535647,SDC,SDC
13197,543999,SENSEXETF,SENSEXETF
13198,544013,KKSHL,KKSHL
13199,544027,FEDFINA,FEDFINA
13200,544052,BENCHMARK,BENCHMARK
13201,731286,CGCL090326,CGCL090326
13202,731297,JEL100326,JEL100326
13203,731303,IHPL100326,IHPL100326
13204,731304,N18MI11326,N18MI11326
13205,535648,JUSTDIAL,JUSTDIAL
13206,535996,RFXXIV04DG,RFXXIV04DG
13207,536507,FLFL,FLFL
13208,536737,ACFSL,ACFSL
13209,731315,SL11326,SL11326
13210,731327,BHFL120326,BHFL120326
13211,731339,SBI13326,SBI13326
13212,731344,BFL13326,BFL13326
13213,536738,STELLAR,STELLAR
13214,536827,RFHXXIV25D,RFHXXIV25D
13215,537007,NIFTYIETF,NIFTYIETF
13216,537459,NFXXV18DG,NFXXV18DG
13217,544055,MUTHOOTMF,MUTHOOTMF
13218,544092,NIFTYBETF,NIFTYBETF
13219,544094,EUPHORIAIT,EUPHORIAIT
13220,544102,ITBETA,ITBETA
13221,731353,AFL160326,AFL160326
13222,731356,CGCL17326,CGCL17326
13223,731359,IHFC180326,IHFC180326
13224,731376,BFL18326,BFL18326
13225,537563,NFHXXV20G,NFHXXV20G
13226,537708,NIFTY1,NIFTY1
13227,537766,BCP,BCP
13228,538430,RFHXXVI23D,RFHXXVI23D
13229,544120,CAPITALSFB,CAPITALSFB
13230,544159,LIQUIDADD,LIQUIDADD
13231,544171,STAL,STAL
13232,544173,FTL,FTL
13233,731383,NWIL200326,NWIL200326
13234,731392,360OP23326,360OP23326
13235,731401,360OA24326,360OA24326
13236,731406,IFPL24326A,IFPL24326A
13237,538521,YAANENT,YAANENT
13238,538540,RLFL,RLFL
13239,538592,NCAPBULADG,NCAPBULADG
13240,538593,NCAPBUILAD,NCAPBUILAD
13241,544186,TOTEM,TOTEM
13242,544194,TOP100CASE,TOP100CASE
13243,544196,BBNPNBETF,BBNPNBETF
13244,544198,DEEDEV,DEEDEV
13245,731422,SSL30326,SSL30326
13246,731435,ABL08426,ABL08426
13247,731454,AKCS100426,AKCS100426
13248,731459,TTL13426,TTL13426
13249,538597,TTIENT,TTIENT
13250,538635,SNOWMAN,SNOWMAN
13251,538714,SANGAMFIN,SANGAMFIN
13252,538715,DHABRIYA,DHABRIYA
13253,731463,THDCL10426,THDCL10426
13254,731470,BPCL13426,BPCL13426
13255,731477,DSPFP15426,DSPFP15426
13256,731487,ABL160426,ABL160426
13257,538770,CRANEINFRA,CRANEINFRA
13258,538863,AMARNATH,AMARNATH
13259,538874,NEXUSSURGL,NEXUSSURGL
13260,538964,MERCURYLAB,MERCURYLAB
13261,544200,AFIL,AFIL
13262,544219,VVIPIL,VVIPIL
13263,544221,KIZI,KIZI
13264,544226,FIRSTCRY,FIRSTCRY
13265,731512,CFSL200426,CFSL200426
13266,731525,ISPDL22426,ISPDL22426
13267,731526,SPTL220426,SPTL220426
13268,731534,IFSL23426,IFSL23426
13269,539012,MEGRISOFT,MEGRISOFT
13270,539014,KALPACOMME,KALPACOMME
13271,539017,STARHFL,STARHFL
13272,539026,SSPNFIN,SSPNFIN
13273,544229,METALIETF,METALIETF
13274,544230,SSDL,SSDL
13275,544232,INTERARCH,INTERARCH
13276,544237,RAPID,RAPID
13277,731538,DFPL230426,DFPL230426
13278,731571,CICP290426,CICP290426
13279,731567,TTL290426,TTL290426
13280,731570,SBICAP29426,SBICAP29426
13281,539045,MANAKALUCO,MANAKALUCO
13282,539113,PML,PML
13283,539116,OPCHAINS,OPCHAINS
13284,539150,PNCINFRA,PNCINFRA
13285,544241,MULTICAP,MULTICAP
13286,544247,TOP10ADD,TOP10ADD
13287,544251,SSL,SSL
13288,544265,NEXXUS,NEXXUS
13289,751111,PANAFIC-RE,PANAFIC-RE
13290,800180,75GS2034,75GS2034
13291,800211,824GS2033,824GS2033
13292,800247,788GS2030,788GS2030
13293,539176,HAWAENG,HAWAENG
13294,539190,DFL,DFL
13295,539254,ADANIENSOL,ADANIENSOL
13296,539255,STARDELTA,STARDELTA
13297,533206,SJVN,SJVN
13298,800310,726GS2029,726GS2029
13299,800319,579GS2030,579GS2030
13300,800320,SGBMAY28,SGBMAY28
13301,539270,NXXIX1Z,NXXIX1Z
13302,539272,NXXIX1G,NXXIX1G
13303,539276,KAYA,KAYA
13304,539302,POWERMECH,POWERMECH
13305,544287,MANGALCOMP,MANGALCOMP
13306,544295,PSPLATINA,PSPLATINA
13307,544302,INNOVANA,INNOVANA
13308,544304,JUNGLECAMP,JUNGLECAMP
13309,533227,AHLEAST,AHLEAST
13310,533229,BAJAJCON,BAJAJCON
13311,533257,WAAREEINDO,WAAREEINDO
13312,533267,CANTABIL,CANTABIL
13313,539312,SENSEXBETA,SENSEXBETA
13314,539313,NIFTYBETA,NIFTYBETA
13315,539383,MAHAVEER,MAHAVEER
13316,539399,BELLACASA,BELLACASA
13317,544322,UNIMECH,UNIMECH
13318,544324,CITICHEM,CITICHEM
13319,544326,ECAPINSURE,ECAPINSURE
13320,544331,DAVIN,DAVIN
13321,533301,SHEKHAWATI,SHEKHAWATI
13322,533302,KICL,KICL
13323,533326,TEXRAIL,TEXRAIL
13324,533343,LOVABLE,LOVABLE
13325,539407,GENCON,GENCON
13326,539409,NEERAJ,NEERAJ
13327,539436,COFFEEDAY,COFFEEDAY
13328,539468,TFSL,TFSL
13329,533527,KTKFMP55D,KTKFMP55D
13330,533540,TREEHOUSE,TREEHOUSE
13331,533543,BROOKS,BROOKS
13332,533608,RDBRL,RDBRL
13333,544337,AVAX,AVAX
13334,544338,CAPINVIT,CAPINVIT
13335,544363,UNIONGOLD,UNIONGOLD
13336,544374,ROADSTAR,ROADSTAR
13337,539479,GTV,GTV
13338,539480,LICNETFN50,LICNETFN50
13339,539523,ALKEM,ALKEM
13340,539620,KEIL,KEIL
13341,533632,ONELIFECAP,ONELIFECAP
13342,534600,JTLIND,JTLIND
13343,534732,CASPIAN,CASPIAN
13344,534659,JOINTECAED,JOINTECAED
13345,544379,PRABHA,PRABHA
13346,544383,PPARIVAH,PPARIVAH
13347,544396,NPST,NPST
13348,544398,KENRIK,KENRIK
13349,539799,BHARATWIRE,BHARATWIRE
13350,539819,MUDRA,MUDRA
13351,539894,MADHAVIPL,MADHAVIPL
13352,539895,SPICELOUNG,SPICELOUNG
13353,534758,CIGNITITEC,CIGNITITEC
13354,534816,INDUSTOWER,INDUSTOWER
13355,535204,MUKTA,MUKTA
13356,535688,RMFINAFRR8,RMFINAFRR8
13357,539911,SNIM,SNIM
13358,539963,ZEAL,ZEAL
13359,540005,LTM,LTM
13360,540008,BSLSENETFG,BSLSENETFG
13361,544400,MANOJJEWEL,MANOJJEWEL
13362,544418,OSWALPUMPS,OSWALPUMPS
13363,544422,ABRFL,ABRFL
13364,544451,MONIKA,MONIKA
13365,535754,ORIENTCEM,ORIENTCEM
13366,535755,ABFRL,ABFRL
13367,535881,RFXXIV03DG,RFXXIV03DG
13368,535693,BRAHMINFRA,BRAHMINFRA
13369,540079,SPRAYKING,SPRAYKING
13370,540145,VALIANTORG,VALIANTORG
13371,540153,ENDURANCE,ENDURANCE
13372,540174,SOUTHERNIN,SOUTHERNIN
13373,536058,KTKFMP111G,KTKFMP111G
13374,536068,RFXXIV05DG,RFXXIV05DG
13375,536153,RFXXIV07DG,RFXXIV07DG
13376,536264,TIGERLOGS,TIGERLOGS
13377,544463,REPONO,REPONO
13378,544466,CPPLUS,CPPLUS
13379,544478,SBILIQETF,SBILIQETF
13380,544483,ICODEX,ICODEX
13381,540181,SALEM,SALEM
13382,540205,AVL,AVL
13383,540222,LAURUSLABS,LAURUSLABS
13384,540259,SHANGAR,SHANGAR
13385,536825,RFXXIV25DG,RFXXIV25DG
13386,537069,ARNOLD,ARNOLD
13387,537136,NFHXXV11G,NFHXXV11G
13388,537378,HCPO36MJDG,HCPO36MJDG
13389,540395,CHEMCRUX,CHEMCRUX
13390,540416,OCTAWARE,OCTAWARE
13391,540425,SHANKARA,SHANKARA
13392,540550,YUG,YUG
13393,544487,PATELRMART,PATELRMART
13394,544490,SHREEJISPG,SHREEJISPG
13395,544496,VIKRAN,VIKRAN
13396,544500,ABRIL,ABRIL
13397,537381,HCPO36MJRD,HCPO36MJRD
13398,537573,POLYMAC,POLYMAC
13399,537943,NFHXXVI01D,NFHXXVI01D
13400,537944,NFHXXVI01G,NFHXXVI01G
13401,540590,RIDDHICORP,RIDDHICORP
13402,540612,LOWVOLIETF,LOWVOLIETF
13403,540647,GANGESSECU,GANGESSECU
13404,540648,PALASHSECU,PALASHSECU
13405,544507,SML100CASE,SML100CASE
13406,544513,DEVX,DEVX
13407,544516,AIRFLOA,AIRFLOA
13408,544530,ARSSBL,ARSSBL
13409,538270,NFXXVI14DG,NFXXVI14DG
13410,538271,NFHXXVI14D,NFHXXVI14D
13411,538525,NFHXXVI30G,NFHXXVI30G
13412,538556,ARMAN,ARMAN
13413,540652,CTCL,CTCL
13414,540692,APEX,APEX
13415,540738,STL,STL
13416,540743,GODREJAGRO,GODREJAGRO
13417,538594,NCAPBUILAG,NCAPBUILAG
13418,538634,VRL,VRL
13419,538646,QGO,QGO
13420,538674,CITYONLINE,CITYONLINE
13421,544549,EARKART,EARKART
13422,544553,MPKSTEELS,MPKSTEELS
13423,544569,TMCV,TMCV
13424,544571,NSBBPO,NSBBPO
13425,540749,MASFIN,MASFIN
13426,540768,MAHLOG,MAHLOG
13427,540769,NIACL,NIACL
13428,540788,ASPIRA,ASPIRA
13429,538706,ULTRACAB,ULTRACAB
13430,538794,JETSOLAR,JETSOLAR
13431,538817,CAPPIPES,CAPPIPES
13432,538860,PANAFIC,PANAFIC
13433,540843,RITHWIKFMS,RITHWIKFMS
13434,541133,ACFL,ACFL
13435,541154,HAL,HAL
13436,541302,DHRUV,DHRUV
13437,544574,TATACAP,TATACAP
13438,544585,SIHORA,SIHORA
13439,544608,EMMVEE,EMMVEE
13440,544616,GALLARD,GALLARD
13441,538890,MKEXIM,MKEXIM
13442,538895,MIHIKA,MIHIKA
13443,538918,VANICOM,VANICOM
13444,538961,GENUSPAPER,GENUSPAPER
13445,541450,ADANIGREEN,ADANIGREEN
13446,541701,SUPERSHAKT,SUPERSHAKT
13447,541967,SKYGOLD,SKYGOLD
13448,542013,DOLFIN,DOLFIN
13449,538962,MINDACORP,MINDACORP
13450,539011,CHENFERRO,CHENFERRO
13451,539015,ORTEL,ORTEL
13452,539120,GRAMEVA,GRAMEVA
13453,544618,ESENSEX,ESENSEX
13454,544619,SUDEEPPHRM,SUDEEPPHRM
13455,544626,EXATO,EXATO
13456,544631,CNL,CNL
13457,542206,NIVAKA,NIVAKA
13458,542537,IDFTP179RP,IDFTP179RP
13459,542539,IDFTP179DG,IDFTP179DG
13460,542730,BANKIETF,BANKIETF
13461,539126,MEP,MEP
13462,539218,SAUMYA,SAUMYA
13463,539252,SHYAMCENT,SHYAMCENT
13464,539289,AURUM,AURUM
13465,542801,MISQUITA,MISQUITA
13466,542865,ANUROOP,ANUROOP
13467,543064,COHANCE,COHANCE
13468,543071,07AGG,07AGG
13469,544639,SILVERBND,SILVERBND
13470,544641,KVTOYS,KVTOYS
13471,544645,PARKHOSPS,PARKHOSPS
13472,544649,TSIFDG,TSIFDG
13473,539543,VALLEY,VALLEY
13474,543074,07DPR,07DPR
13475,543086,09QPR,09QPR
13476,543114,UTCRFS2RHR,UTCRFS2RHR
13477,543124,UTMTFS2DHP,UTMTFS2DHP
13478,539354,POLYSPIN,POLYSPIN
13479,539522,GROVY,GROVY
13480,539526,SCTL,SCTL
13481,544654,SMALLADD,SMALLADD
13482,544664,KSHINTL,KSHINTL
13483,544681,INDOSMC,INDOSMC
13484,544682,GRERENEW,GRERENEW
13485,543126,UTMTFS2DFP,UTMTFS2DFP
13486,543128,UTMTFS2DMP,UTMTFS2DMP
13487,543135,UTMTFS2RHP,UTMTFS2RHP
13488,543139,UTMTFS2RMP,UTMTFS2RMP
13489,544704,INFRA,INFRA
13490,544720,OMNI,OMNI
13491,544722,SBIMIDMOM,SBIMIDMOM
13492,544727,AXISDGD130,AXISDGD130
13493,539559,DEEPAI,DEEPAI
13494,539681,DAL,DAL
13495,539551,NH,NH
13496,539599,KEL,KEL
13497,543140,UTMTFS2RMR,UTMTFS2RMR
13498,543144,08MPD,08MPD
13499,543145,08ADR,08ADR
13500,543146,08MPR,08MPR
13501,544738,SPML,SPML
13502,544742,SAIPARENT,SAIPARENT
13503,590005,VEEDOL,VEEDOL
13504,590006,AMRUTANJAN,AMRUTANJAN
13505,539682,MOBAVENUE,MOBAVENUE
13506,539683,SHIVKAMAL,SHIVKAMAL
13507,539686,KPEL,KPEL
13508,539692,IFINSER,IFINSER
13509,543147,08AMD,08AMD
13510,543150,08GPG,08GPG
13511,543157,10IGG,10IGG
13512,543175,11MPD,11MPD
13513,539724,HYPERSOFT,HYPERSOFT
13514,539730,FREDUN,FREDUN
13515,539761,VKAL,VKAL
13516,539841,LANCER,LANCER
13517,590031,DENORA,DENORA
13518,590051,SAKSOFT,SAKSOFT
13519,700135,AARTISURFP,AARTISURFP
13520,729411,AXFL19525,AXFL19525
13521,543179,11ADD,11ADD
13522,543194,NIRMITEE,NIRMITEE
13523,543205,SFMP34GD,SFMP34GD
13524,543213,ROSSARI,ROSSARI
13525,507878,UNITECH,UNITECH
13526,507944,BAJAJST,BAJAJST
13527,507952,SHIKHARLETR,SHIKHARLETR
13528,507970,PARMCOS-B,PARMCOS-B
13529,539854,HALDER,HALDER
13530,539939,YASHCHEM,YASHCHEM
13531,539979,DIGJAMLMTD,DIGJAMLMTD
13532,540006,EASTWEST,EASTWEST
13533,543216,EBBETF0431,EBBETF0431
13534,543217,MINDSPACE,MINDSPACE
13535,543224,HDFCNIFBAN,HDFCNIFBAN
13536,543230,ADVAIT,ADVAIT
13537,729746,BFL260625,BFL260625
13538,729760,CFSL010725,CFSL010725
13539,729834,KMIL150725,KMIL150725
13540,729485,BFL260525,BFL260525
13541,507984,DESIFARMS,DESIFARMS
13542,508875,NITINCAST,NITINCAST
13543,508941,PANCARBON,PANCARBON
13544,509003,TRANOCE,TRANOCE
13545,540025,ADVENZYMES,ADVENZYMES
13546,540135,ARCFIN,ARCFIN
13547,540150,MHEL,MHEL
13548,540154,IDFSENSEXE,IDFSENSEXE
13549,543231,ADL,ADL
13550,543234,SECMARK,SECMARK
13551,543242,HEMIPROP,HEMIPROP
13552,543246,ESG,ESG
13553,730538,ECL111125,ECL111125
13554,729952,KSL31725,KSL31725
13555,730304,MRHF240925,MRHF240925
13556,730427,KMPL231025,KMPL231025
13557,509069,INFOMEDIA,INFOMEDIA
13558,509423,SEL,SEL
13559,509486,CAPRIHANS,CAPRIHANS
13560,509762,MAPROIN,MAPROIN
13561,540159,PURPLE,PURPLE
13562,540189,UPROTECH,UPROTECH
13563,540243,NEWLIGHT,NEWLIGHT
13564,540377,IFL,IFL
13565,543252,FAIRCHEMOR,FAIRCHEMOR
13566,543253,BECTORFOOD,BECTORFOOD
13567,543257,IRFC,IRFC
13568,543260,STOVEKRAFT,STOVEKRAFT
13569,509870,SHAHCON,SHAHCON
13570,509930,SUPREMEIND,SUPREMEIND
13571,511060,JUMBFNL,JUMBFNL
13572,511632,OLYMTFI,OLYMTFI
13573,730575,DFP141125,DFP141125
13574,730601,MFL191125,MFL191125
13575,730616,KMPL211125,KMPL211125
13576,730635,NCS211125,NCS211125
13577,543266,HERANBA,HERANBA
13578,543282,NIKSTECH,NIKSTECH
13579,543284,EKI,EKI
13580,543286,JETMALL,JETMALL
13581,540614,GGENG,GGENG
13582,540642,SALASAR,SALASAR
13583,540679,HALEOSLABS,HALEOSLABS
13584,540686,SMRUTHIORG,SMRUTHIORG
13585,511676,GICHSGFIN,GICHSGFIN
13586,511754,SAHLIBHFI,SAHLIBHFI
13587,512020,ZSARACOM,ZSARACOM
13588,512022,WINROC,WINROC
13589,543299,SHYAMMETL,SHYAMMETL
13590,543301,SFMP45GR,SFMP45GR
13591,543308,KIMS,KIMS
13592,543310,TIMESGREEN,TIMESGREEN
13593,730641,OWL241125,OWL241125
13594,730804,ECLF171225,ECLF171225
13595,730863,UCL261225,UCL261225
13596,730886,BHFL1126,BHFL1126
13597,540696,KCDGROUP,KCDGROUP
13598,540718,AAYUSHBULL,AAYUSHBULL
13599,540719,SBILIFE,SBILIFE
